id_pedido,data_pedido,id_cliente,nome_cliente,email_cliente,cidade_cliente,estado_cliente,id_produto,nome_produto,categoria,quantidade,preco_unitario,preco_total,metodo_pagamento,status_pedido,ano,mes,dia_semana
PEDIDO-5489,2025-08-17,CLIENTE-782,Cliente não informado,email@naoinformado.com,Peixoto,RS,PRODUTO-7006,Bola de basquete,Esportes,1,368.57,368.57,Transferência,Entregue,2025,8,Sunday
PEDIDO-5490,2025-03-31,CLIENTE-116,Maria Cecília da Mata,maria-vitoria44@example.org,Cardoso Da Praia,MT,PRODUTO-1107,Bota,Calçados,2,1087.2,2174.4,Transferência,Entregue,2025,3,Monday
PEDIDO-5491,2025-10-21,CLIENTE-893,Sr. Benjamin Cavalcanti,gteixeira@example.net,Da Rocha Do Sul,GO,PRODUTO-9616,Perfume,Beleza,1,1570.7,1570.7,Cartão De Débito,Processando,2025,10,Tuesday
PEDIDO-5492,2025-12-12,CLIENTE-286,Allana da Cruz,pirescaio@example.com,Almeida Da Praia,BA,PRODUTO-4443,Shorts,Roupas,3,473.19,1419.57,Boleto,Cancelado,2025,12,Friday
PEDIDO-5493,2025-07-08,CLIENTE-567,Sabrina Sousa,fda-mota@example.com,Duarte,SP,PRODUTO-3182,Roupa íntima,Roupas,5,1928.61,9643.05,Transferência,Processando,2025,7,Tuesday
PEDIDO-5494,2025-08-15,CLIENTE-692,Manuella Sales,muriloporto@example.org,Fernandes Do Oeste,MT,PRODUTO-2307,Blusa de frio,Roupas,1,130.08,130.08,Boleto,Processando,2025,8,Friday
PEDIDO-5495,2025-12-23,CLIENTE-551,Dr. Antony Costa,email@naoinformado.com,Cidade Não Informada,ES,PRODUTO-9551,Sapatilha,Calçados,1,1349.64,1349.64,Pix,Entregue,2025,12,Tuesday
PEDIDO-5496,2025-10-24,CLIENTE-169,Benjamim Porto,davi-luizbarros@example.com,Jesus,RN,PRODUTO-6840,Scarpin,Calçados,2,267.23,534.46,Cartão De Crédito,Processando,2025,10,Friday
PEDIDO-5497,2026-01-02,CLIENTE-673,Ana Carolina Nogueira,antony66@example.com,Souza De Nunes,RJ,PRODUTO-4187,Abajur,Casa E Decoração,5,933.69,4668.450000000001,Cartão De Crédito,Cancelado,2026,1,Friday
PEDIDO-5498,2025-07-04,CLIENTE-470,Breno Moraes,hpereira@example.com,Jesus Das Pedras,RJ,PRODUTO-8803,Monitor,Eletrônicos,2,960.79,1921.58,Boleto,Entregue,2025,7,Friday
PEDIDO-5499,2025-06-06,CLIENTE-726,Eduardo Marques,stella77@example.com,Rocha,DF,PRODUTO-4158,Livros de distopia,Livros,1,1497.05,1497.05,Transferência,Processando,2025,6,Friday
PEDIDO-5500,2025-07-29,CLIENTE-885,Luiz Otávio Moura,ian14@example.org,Rios,PR,PRODUTO-8436,Blusa de frio,Roupas,5,1295.86,6479.299999999999,Cartão De Crédito,Cancelado,2025,7,Tuesday
PEDIDO-5501,2025-08-14,CLIENTE-657,Kamilly Moura,ester43@example.net,Lopes Do Galho,SP,PRODUTO-1303,Bola de futebol,Esportes,5,164.64,823.1999999999999,Boleto,Entregue,2025,8,Thursday
PEDIDO-5502,2025-12-21,CLIENTE-770,Beatriz Melo,email@naoinformado.com,Cidade Não Informada,AP,PRODUTO-5575,Tapete,Casa E Decoração,1,528.36,528.36,Pix,Cancelado,2025,12,Sunday
PEDIDO-5503,2025-04-21,CLIENTE-138,Dra. Lunna Cassiano,ycostela@example.net,Rios,RR,PRODUTO-4843,Camisa social,Roupas,1,1635.08,1635.08,Transferência,Cancelado,2025,4,Monday
PEDIDO-5504,2025-06-19,CLIENTE-575,Dr. Caleb Gomes,benjamimvasconcelos@example.com,Albuquerque,PI,PRODUTO-2883,Scarpin,Calçados,3,918.69,2756.07,Transferência,Entregue,2025,6,Thursday
PEDIDO-5505,2026-02-18,CLIENTE-301,Joaquim Rocha,ninaaraujo@example.org,Andrade,PI,PRODUTO-9614,Notebook,Eletrônicos,4,1734.26,6937.04,Transferência,Processando,2026,2,Wednesday
PEDIDO-5506,2025-11-10,CLIENTE-576,Maria Alice Sampaio,gael-henrique17@example.net,Barros,TO,PRODUTO-1193,Bota,Calçados,3,287.44,862.3199999999999,Boleto,Entregue,2025,11,Monday
PEDIDO-5507,2025-08-02,CLIENTE-625,Lunna Andrade,portoaurora@example.org,Da Cruz,SE,PRODUTO-8939,Máscara de cílios,Beleza,1,1381.4,1381.4,Cartão De Crédito,Cancelado,2025,8,Saturday
PEDIDO-5508,2026-03-04,CLIENTE-871,Bárbara Monteiro,vda-conceicao@example.com,Campos De Campos,PB,PRODUTO-5975,Mouse gamer,Eletrônicos,1,628.52,628.52,Cartão De Débito,Entregue,2026,3,Wednesday
PEDIDO-5509,2025-12-01,CLIENTE-500,Sr. Otto Rodrigues,antonio60@example.net,Araújo Grande,PI,PRODUTO-5772,Livros de mistério,Livros,4,299.48,1197.92,Boleto,Cancelado,2025,12,Monday
PEDIDO-5510,2025-10-26,CLIENTE-447,Luiz Otávio Viana,allanabrito@example.org,Camargo,PE,PRODUTO-9850,Tablet,Eletrônicos,3,1545.99,4637.97,Boleto,Entregue,2025,10,Sunday
PEDIDO-5511,2025-11-11,CLIENTE-331,Joana Alves,pedro-henrique87@example.com,Vargas Da Prata,AP,PRODUTO-5430,Raquete de tênis,Esportes,3,1830.94,5492.82,Pix,Processando,2025,11,Tuesday
PEDIDO-5512,2025-04-30,CLIENTE-598,Valentina Nunes,ycasa-grande@example.net,Fogaça,RS,PRODUTO-5272,Livros de mistério,Livros,2,1861.68,3723.36,Transferência,Entregue,2025,4,Wednesday
PEDIDO-5513,2026-02-09,CLIENTE-393,Ian Caldeira,ana-luiza10@example.org,Alves Do Campo,BA,PRODUTO-7975,Smart TV,Eletrônicos,4,550.0,2200.0,Cartão De Crédito,Processando,2026,2,Monday
PEDIDO-5514,2025-05-19,CLIENTE-795,Marcos Vinicius Peixoto,dpires@example.org,Pinto Alegre,ES,PRODUTO-7872,Porta-retratos,Casa E Decoração,5,1484.76,7423.8,Pix,Cancelado,2025,5,Monday
PEDIDO-5515,2025-11-04,CLIENTE-377,Dante Farias,barbosabryan@example.org,Sampaio De Albuquerque,PE,PRODUTO-2234,Organizador de mesa,Casa E Decoração,1,156.47,156.47,Cartão De Débito,Processando,2025,11,Tuesday
PEDIDO-5516,2025-05-03,CLIENTE-539,Sra. Mirella Montenegro,vmoraes@example.org,Rodrigues,SC,PRODUTO-2501,Tênis de corrida,Calçados,4,1268.39,5073.56,Transferência,Processando,2025,5,Saturday
PEDIDO-5517,2026-02-16,CLIENTE-424,Leandro Nogueira,vcamargo@example.org,Andrade,AC,PRODUTO-8446,Meias,Roupas,1,191.33,191.33,Boleto,Processando,2026,2,Monday
PEDIDO-5518,2025-10-24,CLIENTE-999,Sra. Agatha Viana,souzacarolina@example.com,Lima Alegre,RS,PRODUTO-2794,Esmalte,Beleza,3,744.93,2234.79,Transferência,Cancelado,2025,10,Friday
PEDIDO-5519,2025-10-17,CLIENTE-364,Natália Fonseca,jose15@example.net,Moraes De Siqueira,RO,PRODUTO-8185,Bikinis,Roupas,1,577.29,577.29,Cartão De Crédito,Processando,2025,10,Friday
PEDIDO-5520,2025-08-16,CLIENTE-743,Kevin Aragão,andrademarcelo@example.net,Cidade Não Informada,RO,PRODUTO-7115,Livros de desenvolvimento pessoal,Livros,1,397.95,397.95,Transferência,Entregue,2025,8,Saturday
PEDIDO-5521,2026-03-07,CLIENTE-953,Kamilly Silva,santosbruno@example.org,Camargo Do Campo,SC,PRODUTO-4613,Desodorante,Beleza,4,1908.02,7632.08,Pix,Processando,2026,3,Saturday
PEDIDO-5522,2025-09-13,CLIENTE-472,Alexia Teixeira,eduardofreitas@example.org,Farias,DF,PRODUTO-8926,Livros de fantasia,Livros,1,350.88,350.88,Boleto,Entregue,2025,9,Saturday
PEDIDO-5523,2025-04-13,CLIENTE-899,Otto da Conceição,enrico21@example.net,Da Mota Alegre,ES,PRODUTO-2886,Tapete,Casa E Decoração,1,326.63,326.63,Pix,Processando,2025,4,Sunday
PEDIDO-5524,2025-05-04,CLIENTE-107,Benicio Fernandes,auroraferreira@example.org,Da Cunha De Nogueira,AP,PRODUTO-9841,Organizador de mesa,Casa E Decoração,1,1757.15,1757.15,Pix,Processando,2025,5,Sunday
PEDIDO-5525,2025-05-30,CLIENTE-317,Antonella da Cunha,ibarros@example.net,Rios De Minas,MT,PRODUTO-1756,Livros de drama,Livros,2,110.11,220.22,Pix,Entregue,2025,5,Friday
PEDIDO-5526,2025-11-21,CLIENTE-351,Isabelly Ribeiro,lucca38@example.org,Pires,BA,PRODUTO-7646,Máscara de cílios,Beleza,2,293.77,587.54,Transferência,Processando,2025,11,Friday
PEDIDO-5527,2025-04-12,CLIENTE-648,Paulo Moraes,esampaio@example.org,Castro,SP,PRODUTO-8271,Scarpin,Calçados,1,1485.92,1485.92,Cartão De Crédito,Processando,2025,4,Saturday
PEDIDO-5528,2025-10-29,CLIENTE-610,Cliente não informado,sousacecilia@example.net,Cassiano,AC,PRODUTO-8293,Calça Jeans,Roupas,1,1578.67,1578.67,Cartão De Crédito,Cancelado,2025,10,Wednesday
PEDIDO-5529,2025-09-04,CLIENTE-599,Laura Barbosa,leonardo95@example.com,Porto,AL,PRODUTO-5648,Sandália,Calçados,4,1141.65,4566.6,Cartão De Crédito,Cancelado,2025,9,Thursday
PEDIDO-5530,2026-03-03,CLIENTE-945,Sra. Ana Liz Fernandes,andre28@example.org,Da Luz De Goiás,SC,PRODUTO-7251,Batom,Beleza,5,1825.33,9126.65,Cartão De Débito,Processando,2026,3,Tuesday
PEDIDO-5531,2025-09-15,CLIENTE-181,Maria Alice Pereira,rodriguesisaque@example.net,Fernandes De Castro,AP,PRODUTO-8831,Scarpin,Calçados,3,1673.28,5019.84,Pix,Processando,2025,9,Monday
PEDIDO-5532,2026-02-24,CLIENTE-953,Ian Vargas,da-conceicaoeloa@example.com,Leão Da Serra,AP,PRODUTO-8161,Cortina,Casa E Decoração,1,1070.87,1070.87,Pix,Cancelado,2026,2,Tuesday
PEDIDO-5533,2025-04-16,CLIENTE-414,Ísis Caldeira,bentomachado@example.org,Aparecida Do Sul,AP,PRODUTO-5490,Smartwatch,Eletrônicos,4,1036.51,4146.04,Boleto,Cancelado,2025,4,Wednesday
PEDIDO-5534,2025-03-25,CLIENTE-211,Davi da Luz,laraandrade@example.net,Siqueira Verde,MA,PRODUTO-9243,Garrafa térmica esportiva,Esportes,4,387.59,1550.36,Boleto,Cancelado,2025,3,Tuesday
PEDIDO-5535,2026-02-27,CLIENTE-685,Ísis Souza,caio18@example.net,Macedo Da Serra,RJ,PRODUTO-2346,Moletom,Roupas,2,449.66,899.32,Boleto,Cancelado,2026,2,Friday
PEDIDO-5536,2025-11-19,CLIENTE-954,Joaquim Pacheco,juliavargas@example.net,Rocha Das Pedras,AC,PRODUTO-9587,Desodorante,Beleza,1,662.38,662.38,Cartão De Crédito,Entregue,2025,11,Wednesday
PEDIDO-5537,2025-06-27,CLIENTE-941,Isabelly Souza,alicia63@example.org,Da Cunha,CE,PRODUTO-4467,Carregador,Eletrônicos,1,614.46,614.46,Pix,Cancelado,2025,6,Friday
PEDIDO-5538,2025-11-16,CLIENTE-899,Lívia da Costa,ryan55@example.net,Guerra Da Serra,PA,PRODUTO-7879,Scarpin,Calçados,4,188.59,754.36,Pix,Entregue,2025,11,Sunday
PEDIDO-5539,2026-02-12,CLIENTE-575,Matteo Rocha,riosfelipe@example.com,Vasconcelos Da Prata,DF,PRODUTO-7223,Faixa elástica de treino,Esportes,1,628.57,628.57,Cartão De Débito,Cancelado,2026,2,Thursday
PEDIDO-5540,2025-06-18,CLIENTE-336,Allana Nascimento,jose-pedro97@example.com,Mendes,RO,PRODUTO-2384,Prateleira,Casa E Decoração,1,833.65,833.65,Pix,Processando,2025,6,Wednesday
PEDIDO-5541,2025-05-31,CLIENTE-510,Clara Moura,nathanpires@example.org,Almeida De Alves,TO,PRODUTO-8374,Histórias em quadrinho,Livros,4,1867.82,7471.28,Cartão De Débito,Cancelado,2025,5,Saturday
PEDIDO-5542,2026-02-15,CLIENTE-510,Igor Pereira,igor81@example.org,Vasconcelos,RN,PRODUTO-5123,Removedor de maquiagem,Beleza,4,141.39,565.56,Pix,Entregue,2026,2,Sunday
PEDIDO-5543,2025-10-19,CLIENTE-787,José Miguel Costa,plima@example.org,Nunes,SE,PRODUTO-6399,Sapato social,Calçados,1,187.69,187.69,Pix,Cancelado,2025,10,Sunday
PEDIDO-5544,2025-09-18,CLIENTE-631,Leonardo Garcia,tbarros@example.net,Ferreira Dos Dourados,MG,PRODUTO-9670,Livros de fantasia,Livros,5,1138.71,5693.55,Cartão De Débito,Entregue,2025,9,Thursday
PEDIDO-5545,2025-05-18,CLIENTE-406,Isabel Novais,davi-luccaribeiro@example.com,Dias Do Norte,MA,PRODUTO-5519,Bola de vôlei,Esportes,2,59.65,119.3,Cartão De Crédito,Cancelado,2025,5,Sunday
PEDIDO-5546,2025-09-21,CLIENTE-470,Lunna Aragão,ana-juliaporto@example.org,Da Rocha,AL,PRODUTO-1665,Faixa elástica de treino,Esportes,5,381.83,1909.1499999999999,Transferência,Processando,2025,9,Sunday
PEDIDO-5547,2025-04-05,CLIENTE-337,Dra. Maria Flor Casa Grande,erickalbuquerque@example.net,Almeida,PI,PRODUTO-9621,Faixa elástica de treino,Esportes,3,117.67,353.01,Cartão De Débito,Processando,2025,4,Saturday
PEDIDO-5548,2026-02-11,CLIENTE-524,Gael Costela,marcos-vinicius70@example.com,Lima,DF,PRODUTO-8074,Base de maquiagem,Beleza,5,122.97,614.85,Boleto,Entregue,2026,2,Wednesday
PEDIDO-5549,2025-08-04,CLIENTE-156,Lívia Gomes,hmachado@example.com,Garcia Das Pedras,CE,PRODUTO-2457,Bikinis,Roupas,2,1999.66,3999.32,Boleto,Entregue,2025,8,Monday
PEDIDO-5550,2025-05-03,CLIENTE-180,Caroline Caldeira,antonellapires@example.com,Barbosa Dos Dourados,RO,PRODUTO-2835,HD externo,Eletrônicos,3,1353.74,4061.2200000000003,Cartão De Débito,Processando,2025,5,Saturday
PEDIDO-5551,2026-03-03,CLIENTE-644,Yasmin Moreira,bborges@example.net,Vieira Do Campo,RO,PRODUTO-6621,Tênis de corrida,Calçados,4,673.58,2694.32,Boleto,Cancelado,2026,3,Tuesday
PEDIDO-5552,2025-11-13,CLIENTE-257,Luna Oliveira,ramosvitor-hugo@example.net,Da Cruz Da Mata,BA,PRODUTO-7433,Abajur,Casa E Decoração,3,195.9,587.7,Boleto,Processando,2025,11,Thursday
PEDIDO-5553,2026-01-10,CLIENTE-359,Luara Marques,ana-liviamarques@example.com,Camargo,AC,PRODUTO-8451,Tênis de corrida,Calçados,2,668.89,1337.78,Cartão De Débito,Cancelado,2026,1,Saturday
PEDIDO-5554,2026-03-07,CLIENTE-304,Enzo Gabriel Cirino,moraesotavio@example.org,Albuquerque,BA,PRODUTO-9219,Luvas de academia,Esportes,1,1330.63,1330.63,Pix,Processando,2026,3,Saturday
PEDIDO-5555,2025-10-04,CLIENTE-534,Maria Alice Siqueira,zribeiro@example.org,Garcia,AP,PRODUTO-8078,Prateleira,Casa E Decoração,2,1331.25,2662.5,Boleto,Cancelado,2025,10,Saturday
PEDIDO-5556,2025-05-10,CLIENTE-688,Alexia Peixoto,auroramontenegro@example.org,Da Costa,MG,PRODUTO-9801,Sapatilha,Calçados,3,183.17,549.51,Transferência,Entregue,2025,5,Saturday
PEDIDO-5557,2025-07-15,CLIENTE-798,Srta. Carolina Viana,silvalucca@example.net,Borges,MS,PRODUTO-1752,Livros de drama,Livros,1,1220.01,1220.01,Transferência,Entregue,2025,7,Tuesday
PEDIDO-5558,2025-10-16,CLIENTE-852,Dra. Antonella Monteiro,caiopimenta@example.net,Pinto Grande,RR,PRODUTO-3112,Livros de distopia,Livros,4,1871.83,7487.32,Pix,Cancelado,2025,10,Thursday
PEDIDO-5559,2025-04-18,CLIENTE-820,Noah Mendes,mariana53@example.com,Silva,SP,PRODUTO-4210,Regata,Roupas,5,603.72,3018.6000000000004,Cartão De Débito,Cancelado,2025,4,Friday
PEDIDO-5560,2025-10-01,CLIENTE-956,Alexandre Borges,abreuarthur-gabriel@example.org,Cassiano,CE,PRODUTO-8950,Adaptador USB,Eletrônicos,2,896.51,1793.02,Transferência,Cancelado,2025,10,Wednesday
PEDIDO-5561,2025-08-06,CLIENTE-149,João Gabriel Albuquerque,carolinepires@example.com,Pinto,MA,PRODUTO-1064,Carregador,Eletrônicos,4,1635.72,6542.88,Transferência,Entregue,2025,8,Wednesday
PEDIDO-5562,2026-03-08,CLIENTE-735,Isis Correia,leandropastor@example.org,Barros De Macedo,AM,PRODUTO-3084,Tênis esportivo,Calçados,2,1103.05,2206.1,Cartão De Débito,Entregue,2026,3,Sunday
PEDIDO-5563,2025-09-08,CLIENTE-231,Bryan Barbosa,da-matasophia@example.org,Rios,AC,PRODUTO-6985,Fone de ouvido,Eletrônicos,5,130.86,654.3000000000001,Pix,Processando,2025,9,Monday
PEDIDO-5564,2026-02-07,CLIENTE-491,Ísis Porto,alexandrejesus@example.net,Barbosa Do Amparo,SE,PRODUTO-5992,Calça de moletom,Roupas,4,1392.82,5571.28,Boleto,Entregue,2026,2,Saturday
PEDIDO-5565,2025-10-21,CLIENTE-444,Brenda Costa,evargas@example.com,Caldeira Grande,AL,PRODUTO-7685,Livros de programação,Livros,2,1223.17,2446.34,Pix,Entregue,2025,10,Tuesday
PEDIDO-5566,2025-07-15,CLIENTE-394,Melissa Fogaça,pedro87@example.com,Da Cruz De Rodrigues,SC,PRODUTO-3154,Regata,Roupas,2,679.91,1359.82,Transferência,Entregue,2025,7,Tuesday
PEDIDO-5567,2026-03-01,CLIENTE-114,Catarina Gomes,sfarias@example.org,Monteiro De Barros,SC,PRODUTO-1879,Meias,Roupas,3,661.07,1983.21,Transferência,Cancelado,2026,3,Sunday
PEDIDO-5568,2025-06-13,CLIENTE-167,Leonardo Moreira,tsampaio@example.com,Da Mota,AC,PRODUTO-5483,Bola de vôlei,Esportes,1,325.23,325.23,Pix,Cancelado,2025,6,Friday
PEDIDO-5569,2025-07-07,CLIENTE-871,Laura Borges,paparecida@example.net,Das Neves,TO,PRODUTO-1807,Scarpin,Calçados,3,769.69,2309.07,Transferência,Entregue,2025,7,Monday
PEDIDO-5570,2025-09-10,CLIENTE-352,Breno Pastor,martinsravy@example.com,Caldeira Do Amparo,CE,PRODUTO-9445,Calça Jeans,Roupas,5,1297.32,6486.599999999999,Transferência,Cancelado,2025,9,Wednesday
PEDIDO-5571,2025-07-17,CLIENTE-125,Agatha Cassiano,vasconcelosluara@example.net,Rodrigues Verde,DF,PRODUTO-5341,Calça de moletom,Roupas,1,639.45,639.45,Boleto,Entregue,2025,7,Thursday
PEDIDO-5572,2025-12-01,CLIENTE-734,Cliente não informado,apollo86@example.com,Souza,XX,PRODUTO-6382,Mochila esportiva,Esportes,1,520.98,520.98,Cartão De Débito,Processando,2025,12,Monday
PEDIDO-5573,2025-05-12,CLIENTE-325,Maria Isis Cunha,ana-lauraalves@example.org,Dias,MG,PRODUTO-8146,Livros de negócios,Livros,3,551.65,1654.9499999999998,Cartão De Débito,Entregue,2025,5,Monday
PEDIDO-5574,2025-12-21,CLIENTE-554,Juan Porto,raquelda-costa@example.com,Da Rosa Da Praia,SP,PRODUTO-8795,Sandália,Calçados,3,674.96,2024.88,Transferência,Entregue,2025,12,Sunday
PEDIDO-5575,2025-10-05,CLIENTE-199,Maria Liz Macedo,renan07@example.net,Souza Da Prata,PB,PRODUTO-7383,Pijama,Roupas,4,256.22,1024.88,Boleto,Cancelado,2025,10,Sunday
PEDIDO-5576,2025-05-31,CLIENTE-890,Samuel da Conceição,ncampos@example.com,Casa Grande,RO,PRODUTO-3089,Porta-retratos,Casa E Decoração,3,399.5,1198.5,Cartão De Crédito,Entregue,2025,5,Saturday
PEDIDO-5577,2025-12-30,CLIENTE-454,Maria Helena Monteiro,agatha00@example.net,Da Cruz,RO,PRODUTO-2609,Monitor,Eletrônicos,3,1669.49,5008.47,Boleto,Cancelado,2025,12,Tuesday
PEDIDO-5578,2025-04-11,CLIENTE-151,Letícia Machado,maria-ceciliapimenta@example.org,Peixoto De Nascimento,MG,PRODUTO-3582,Mangás,Livros,5,1716.62,8583.099999999999,Transferência,Cancelado,2025,4,Friday
PEDIDO-5579,2025-09-10,CLIENTE-438,Sra. Melina Cavalcanti,jose56@example.net,Pereira,MS,PRODUTO-3964,Prateleira,Casa E Decoração,3,1634.09,4902.2699999999995,Cartão De Débito,Entregue,2025,9,Wednesday
PEDIDO-5580,2025-11-20,CLIENTE-952,Isabel Rios,kevin10@example.com,Ferreira,RJ,PRODUTO-2144,Estante,Casa E Decoração,2,1225.89,2451.78,Transferência,Entregue,2025,11,Thursday
PEDIDO-5581,2025-10-05,CLIENTE-214,Valentim Aragão,ocorreia@example.org,Machado,PB,PRODUTO-2796,Bola de vôlei,Esportes,4,725.94,2903.76,Boleto,Cancelado,2025,10,Sunday
PEDIDO-5582,2026-02-12,CLIENTE-471,Carlos Eduardo Viana,eduardoaragao@example.net,Rezende,MT,PRODUTO-8568,Coturno,Calçados,1,1900.42,1900.42,Boleto,Entregue,2026,2,Thursday
PEDIDO-5583,2026-02-12,CLIENTE-191,Eloah Almeida,anthony59@example.com,Montenegro De Pires,MT,PRODUTO-4063,Livros de fantasia,Livros,1,1674.8,1674.8,Cartão De Débito,Cancelado,2026,2,Thursday
PEDIDO-5584,2025-12-27,CLIENTE-433,Hadassa Macedo,melissa23@example.com,Moraes,CE,PRODUTO-2455,Luminária,Casa E Decoração,1,1448.43,1448.43,Pix,Entregue,2025,12,Saturday
PEDIDO-5585,2025-10-26,CLIENTE-997,Benicio Correia,saravy@example.net,Aparecida De Minas,RS,PRODUTO-7427,Calça de moletom,Roupas,3,539.41,1618.23,Boleto,Cancelado,2025,10,Sunday
PEDIDO-5586,2026-03-04,CLIENTE-927,João Miguel Pinto,aparecidavitor-gabriel@example.com,Peixoto,MG,PRODUTO-7855,Secador de cabelo,Beleza,1,543.12,543.12,Boleto,Cancelado,2026,3,Wednesday
PEDIDO-5587,2025-11-09,CLIENTE-824,Anthony Monteiro,abreumariah@example.org,Ramos Alegre,AM,PRODUTO-1923,Adaptador USB,Eletrônicos,2,372.04,744.08,Cartão De Débito,Processando,2025,11,Sunday
PEDIDO-5588,2025-12-23,CLIENTE-344,Dra. Marina Rezende,asafeda-mata@example.net,Pacheco Do Norte,RR,PRODUTO-3575,Scarpin,Calçados,5,141.57,707.8499999999999,Transferência,Processando,2025,12,Tuesday
PEDIDO-5589,2025-07-30,CLIENTE-427,Francisco Pereira,enzoviana@example.net,Gonçalves Do Norte,PR,PRODUTO-8903,Bola de basquete,Esportes,1,1223.09,1223.09,Boleto,Entregue,2025,7,Wednesday
PEDIDO-5590,2025-03-28,CLIENTE-481,Maysa Aparecida,ana-juliaribeiro@example.org,Cirino,MG,PRODUTO-1647,Camiseta,Roupas,1,1196.6,1196.6,Cartão De Crédito,Cancelado,2025,3,Friday
PEDIDO-5591,2026-03-01,CLIENTE-749,Erick das Neves,camaraisadora@example.org,Cirino Do Amparo,RR,PRODUTO-6605,Casaco,Roupas,4,1308.51,5234.04,Cartão De Débito,Processando,2026,3,Sunday
PEDIDO-5592,2025-09-12,CLIENTE-390,Sra. Nicole Barros,cassianogiovanna@example.net,Brito,TO,PRODUTO-7056,Livros de histórias,Livros,4,285.16,1140.64,Boleto,Cancelado,2025,9,Friday
PEDIDO-5593,2025-03-14,CLIENTE-573,Ana Laura Silva,amarques@example.org,Albuquerque Das Pedras,RR,PRODUTO-1455,Halteres,Esportes,3,584.72,1754.16,Cartão De Débito,Cancelado,2025,3,Friday
PEDIDO-5594,2025-12-02,CLIENTE-288,Cauã Alves,pabreu@example.net,Teixeira,DF,PRODUTO-5702,Capacete para ciclismo,Esportes,4,739.73,2958.92,Cartão De Débito,Cancelado,2025,12,Tuesday
PEDIDO-5595,2026-01-30,CLIENTE-942,João Lucas Aparecida,jda-luz@example.org,Gomes Do Sul,ES,PRODUTO-2065,Máscara de cílios,Beleza,3,1509.7,4529.1,Boleto,Processando,2026,1,Friday
PEDIDO-5596,2025-11-25,CLIENTE-420,Maria Sophia Monteiro,maria-alice55@example.org,Ferreira,SC,PRODUTO-4342,Livros de negócios,Livros,1,1644.37,1644.37,Transferência,Processando,2025,11,Tuesday
PEDIDO-5597,2025-12-02,CLIENTE-846,Miguel Azevedo,davi-lucas79@example.org,Da Cunha,MA,PRODUTO-9187,Paleta de maquiagem,Beleza,5,1365.51,6827.55,Pix,Cancelado,2025,12,Tuesday
PEDIDO-5598,2025-12-10,CLIENTE-469,Maria Júlia Sá,emoura@example.com,Monteiro,RR,PRODUTO-7691,Tapete,Casa E Decoração,4,74.58,298.32,Boleto,Cancelado,2025,12,Wednesday
PEDIDO-5599,2025-12-09,CLIENTE-861,Henry Gabriel Moreira,benjamim09@example.com,Brito De Novais,MG,PRODUTO-3514,Bota,Calçados,5,1693.86,8469.3,Pix,Cancelado,2025,12,Tuesday
PEDIDO-5600,2025-06-03,CLIENTE-243,Larissa Duarte,ravi-luccaviana@example.org,Souza,SC,PRODUTO-1142,Smartwatch,Eletrônicos,2,1942.99,3885.98,Boleto,Processando,2025,6,Tuesday
PEDIDO-5601,2025-09-18,CLIENTE-371,Ana Cirino,souzahelena@example.org,Lopes,MG,PRODUTO-6785,Scarpin,Calçados,5,1286.1,6430.5,Boleto,Processando,2025,9,Thursday
PEDIDO-5602,2025-08-13,CLIENTE-335,Nina Castro,das-nevesjuan@example.net,Cassiano,SE,PRODUTO-7496,Livros de desenvolvimento pessoal,Livros,1,582.38,582.38,Pix,Entregue,2025,8,Wednesday
PEDIDO-5603,2025-07-25,CLIENTE-414,Vitor Gabriel da Luz,nogueirapedro-henrique@example.org,Da Conceição,DF,PRODUTO-1940,Moletom,Roupas,5,1700.2,8501.0,Cartão De Crédito,Cancelado,2025,7,Friday
PEDIDO-5604,2025-03-28,CLIENTE-909,Giovanna Montenegro,gmendes@example.org,Barbosa,SE,PRODUTO-3543,Livros de fantasia,Livros,5,1141.15,5705.75,Cartão De Crédito,Entregue,2025,3,Friday
PEDIDO-5605,2025-04-20,CLIENTE-305,Emanuella Vargas,pcasa-grande@example.com,Caldeira,AM,PRODUTO-3434,Chinelo,Calçados,2,1231.92,2463.84,Boleto,Cancelado,2025,4,Sunday
PEDIDO-5606,2025-03-12,CLIENTE-133,Isaque Araújo,julia89@example.net,Peixoto,ES,PRODUTO-6007,Smart TV,Eletrônicos,2,1136.13,2272.26,Cartão De Crédito,Processando,2025,3,Wednesday
PEDIDO-5607,2025-11-02,CLIENTE-793,Dra. Lorena Ferreira,enunes@example.com,Andrade Do Oeste,SC,PRODUTO-6380,Halteres,Esportes,5,156.15,780.75,Transferência,Processando,2025,11,Sunday
PEDIDO-5608,2026-03-05,CLIENTE-317,Ágatha Teixeira,afonseca@example.com,Viana Do Campo,RS,PRODUTO-5817,Raquete de tênis,Esportes,4,835.61,3342.44,Transferência,Entregue,2026,3,Thursday
PEDIDO-5609,2025-11-25,CLIENTE-548,Kamilly da Luz,wfarias@example.org,Macedo,AC,PRODUTO-3553,Almofada,Casa E Decoração,3,828.52,2485.56,Cartão De Débito,Processando,2025,11,Tuesday
PEDIDO-5610,2025-12-23,CLIENTE-804,João Felipe Caldeira,cassianoanthony-gabriel@example.net,Teixeira Das Pedras,DF,PRODUTO-4636,Cortina,Casa E Decoração,1,1376.01,1376.01,Transferência,Cancelado,2025,12,Tuesday
